state,year,cat,category
Pennsylvania,2013,1,Debt Consolidation
Delaware,2014,1,Debt Consolidation
California,2007,0,Not Available
Missouri,2012,9,Boat
Alabama,2013,1,Debt Consolidation
Wisconsin,2013,7,Other
Georgia,2014,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
New Jersey,2013,13,Household Expenses
California,2013,20,Wedding Loans
Indiana,2014,1,Debt Consolidation
Missouri,2010,3,Business
Connecticut,2008,3,Business
New York,2012,1,Debt Consolidation
Vermont,2014,6,Auto
Illinois,2014,1,Debt Consolidation
Florida,2012,7,Other
Georgia,2012,6,Auto
Pennsylvania,2013,7,Other
Colorado,2013,18,Taxes
Virginia,2013,7,Other
Colorado,2010,7,Other
California,2008,1,Debt Consolidation
Colorado,2011,1,Debt Consolidation
Missouri,2012,3,Business
New York,2013,1,Debt Consolidation
Louisiana,2008,4,Personal Loan
Arkansas,2009,1,Debt Consolidation
Maryland,2013,1,Debt Consolidation
Utah,2007,0,Not Available
Rhode Island,2013,1,Debt Consolidation
Washington,2007,0,Not Available
Massachusetts,2011,1,Debt Consolidation
Maryland,2011,7,Other
California,2013,1,Debt Consolidation
Michigan,2014,7,Other
Minnesota,2012,15,Medical/Dental
Alabama,2012,1,Debt Consolidation
Louisiana,2013,6,Auto
Pennsylvania,2012,1,Debt Consolidation
Tennessee,2013,1,Debt Consolidation
Oklahoma,2014,1,Debt Consolidation
Georgia,2011,1,Debt Consolidation
Arkansas,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Michigan,2008,4,Personal Loan
Georgia,2010,7,Other
North Carolina,2007,0,Not Available
Oregon,2007,4,Personal Loan
Texas,2007,0,Not Available
Pennsylvania,2013,1,Debt Consolidation
South Dakota,2010,2,Home Improvement
Washington,2012,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Ohio,2008,4,Personal Loan
Illinois,2007,0,Not Available
California,2013,3,Business
Oregon,2012,1,Debt Consolidation
Rhode Island,2013,7,Other
Georgia,2012,16,Motorcycle
New York,2013,1,Debt Consolidation
Florida,2008,4,Personal Loan
California,2013,1,Debt Consolidation
Montana,2013,1,Debt Consolidation
Colorado,2012,3,Business
Kansas,2007,0,Not Available
Illinois,2006,0,Not Available
Georgia,2008,1,Debt Consolidation
New York,2006,0,Not Available
Kansas,2011,7,Other
Ohio,2008,2,Home Improvement
New Jersey,2013,3,Business
Ohio,2008,1,Debt Consolidation
Ohio,2012,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
Florida,2011,7,Other
Florida,2006,0,Not Available
Massachusetts,2013,7,Other
Michigan,2013,1,Debt Consolidation
Wisconsin,2013,2,Home Improvement
Illinois,2010,5,Student Use
California,2013,1,Debt Consolidation
Connecticut,2012,1,Debt Consolidation
Connecticut,2014,1,Debt Consolidation
New York,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Utah,2007,0,Not Available
Washington,2007,0,Not Available
Louisiana,2012,1,Debt Consolidation
Louisiana,2014,1,Debt Consolidation
Nevada,2013,1,Debt Consolidation
Washington,2013,2,Home Improvement
Texas,2013,1,Debt Consolidation
North Carolina,2008,4,Personal Loan
California,2007,3,Business
Arizona,2008,4,Personal Loan
North Carolina,2008,3,Business
Massachusetts,2012,1,Debt Consolidation
Florida,2009,2,Home Improvement
New York,2011,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
Illinois,2013,3,Business
Texas,2014,2,Home Improvement
California,2011,7,Other
Michigan,2006,0,Not Available
Texas,2013,1,Debt Consolidation
Michigan,2011,1,Debt Consolidation
New York,2011,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Illinois,2007,0,Not Available
Georgia,2010,7,Other
Florida,2013,3,Business
Washington,2012,16,Motorcycle
Michigan,2012,7,Other
Alabama,2013,1,Debt Consolidation
Maryland,2008,1,Debt Consolidation
Texas,2013,2,Home Improvement
Wisconsin,2008,4,Personal Loan
New York,2007,0,Not Available
New Hampshire,2011,2,Home Improvement
Virginia,2012,1,Debt Consolidation
Florida,2012,6,Auto
Massachusetts,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
Michigan,2014,14,Large Purchases
New York,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Hawaii,2008,3,Business
Indiana,2014,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Illinois,2007,0,Not Available
California,2008,7,Other
Ohio,2008,7,Other
Illinois,2013,1,Debt Consolidation
Oregon,2007,0,Not Available
Oklahoma,2012,3,Business
California,2013,1,Debt Consolidation
Arkansas,2013,1,Debt Consolidation
Tennessee,2011,1,Debt Consolidation
New York,2007,0,Not Available
Florida,2012,1,Debt Consolidation
North Carolina,2013,6,Auto
Illinois,2007,0,Not Available
Alabama,2008,1,Debt Consolidation
Georgia,2011,3,Business
California,2010,3,Business
Colorado,2014,1,Debt Consolidation
Washington,2012,10,Cosmetic Procedure
Florida,2011,1,Debt Consolidation
Massachusetts,2012,1,Debt Consolidation
Illinois,2009,1,Debt Consolidation
Massachusetts,2013,1,Debt Consolidation
New York,2012,1,Debt Consolidation
California,2007,4,Personal Loan
Florida,2012,13,Household Expenses
New York,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Texas,2013,3,Business
Louisiana,2011,7,Other
New York,2013,2,Home Improvement
California,2013,1,Debt Consolidation
New York,2013,7,Other
Virginia,2010,7,Other
New Mexico,2013,3,Business
Ohio,2008,6,Auto
Georgia,2013,1,Debt Consolidation
Kansas,2013,1,Debt Consolidation
Missouri,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Maryland,2007,0,Not Available
Texas,2014,2,Home Improvement
Virginia,2013,1,Debt Consolidation
Minnesota,2013,1,Debt Consolidation
Colorado,2011,1,Debt Consolidation
North Carolina,2012,1,Debt Consolidation
Minnesota,2008,1,Debt Consolidation
New Hampshire,2013,10,Cosmetic Procedure
New York,2013,1,Debt Consolidation
Missouri,2014,7,Other
Florida,2012,6,Auto
Missouri,2007,0,Not Available
Maryland,2011,3,Business
New York,2012,1,Debt Consolidation
Maryland,2008,1,Debt Consolidation
Michigan,2007,0,Not Available
Arizona,2013,1,Debt Consolidation
California,2010,2,Home Improvement
Wisconsin,2012,7,Other
California,2006,0,Not Available
South Carolina,2013,1,Debt Consolidation
Ohio,2009,5,Student Use
Pennsylvania,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
Virginia,2010,1,Debt Consolidation
Nebraska,2014,1,Debt Consolidation
Illinois,2011,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Indiana,2014,1,Debt Consolidation
California,2010,5,Student Use
Utah,2014,1,Debt Consolidation
North Carolina,2008,3,Business
California,2008,1,Debt Consolidation
Ohio,2008,4,Personal Loan
Georgia,2007,0,Not Available
California,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Minnesota,2014,15,Medical/Dental
Georgia,2013,2,Home Improvement
Michigan,2013,1,Debt Consolidation
Florida,2013,2,Home Improvement
Oregon,2012,18,Taxes
Georgia,2013,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Pennsylvania,2013,7,Other
Minnesota,2012,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
Illinois,2007,0,Not Available
California,2011,1,Debt Consolidation
Massachusetts,2013,1,Debt Consolidation
Oregon,2008,4,Personal Loan
California,2008,2,Home Improvement
New York,2012,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Indiana,2010,2,Home Improvement
Massachusetts,2013,3,Business
Georgia,2011,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
Alabama,2006,0,Not Available
Illinois,2008,1,Debt Consolidation
Alaska,2014,1,Debt Consolidation
Texas,2012,2,Home Improvement
Illinois,2007,0,Not Available
Oklahoma,2007,0,Not Available
Tennessee,2013,1,Debt Consolidation
New York,2011,7,Other
Pennsylvania,2006,0,Not Available
California,2013,1,Debt Consolidation
Georgia,2012,6,Auto
Mississippi,2011,7,Other
Nebraska,2014,1,Debt Consolidation
Pennsylvania,2008,4,Personal Loan
Arizona,2007,0,Not Available
California,2011,3,Business
Pennsylvania,2013,1,Debt Consolidation
Florida,2009,3,Business
New York,2010,6,Auto
Texas,2012,6,Auto
Oklahoma,2012,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
California,2008,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
Georgia,2013,13,Household Expenses
New Jersey,2013,1,Debt Consolidation
Massachusetts,2014,12,Green Loans
New York,2012,19,Vacation
North Carolina,2013,7,Other
New York,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Maryland,2012,1,Debt Consolidation
Illinois,2013,6,Auto
Indiana,2014,7,Other
Texas,2014,7,Other
New York,2011,3,Business
Nebraska,2008,7,Other
Florida,2013,1,Debt Consolidation
Florida,2008,7,Other
Wisconsin,2013,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Maine,2008,7,Other
California,2010,3,Business
Ohio,2014,20,Wedding Loans
Georgia,2013,3,Business
Vermont,2013,15,Medical/Dental
Michigan,2013,1,Debt Consolidation
Missouri,2008,6,Auto
Illinois,2012,14,Large Purchases
California,2006,0,Not Available
Michigan,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
New Jersey,2008,4,Personal Loan
Wisconsin,2008,1,Debt Consolidation
New Jersey,2011,7,Other
California,2013,17,RV
Massachusetts,2009,1,Debt Consolidation
North Carolina,2012,3,Business
Texas,2011,2,Home Improvement
New York,2013,15,Medical/Dental
Oklahoma,2011,7,Other
Kentucky,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Washington,2011,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Iowa,2008,4,Personal Loan
Pennsylvania,2008,1,Debt Consolidation
Maine,2007,1,Debt Consolidation
Connecticut,2013,1,Debt Consolidation
Nebraska,2008,1,Debt Consolidation
Florida,2008,4,Personal Loan
Pennsylvania,2014,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
California,2010,3,Business
Texas,2012,14,Large Purchases
Virginia,2014,1,Debt Consolidation
California,2013,2,Home Improvement
Maryland,2012,1,Debt Consolidation
Michigan,2007,0,Not Available
Missouri,2008,7,Other
Michigan,2007,0,Not Available
New York,2014,3,Business
Alabama,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Wisconsin,2012,1,Debt Consolidation
Illinois,2013,7,Other
Georgia,2007,0,Not Available
California,2013,1,Debt Consolidation
North Carolina,2008,3,Business
California,2011,1,Debt Consolidation
Alabama,2011,1,Debt Consolidation
Michigan,2010,5,Student Use
New Jersey,2006,0,Not Available
Pennsylvania,2011,7,Other
Florida,2010,7,Other
North Carolina,2014,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Missouri,2007,0,Not Available
Illinois,2008,6,Auto
Texas,2013,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
New Jersey,2014,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Alabama,2014,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
Colorado,2012,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
Maryland,2014,18,Taxes
Ohio,2008,4,Personal Loan
California,2011,7,Other
Missouri,2013,1,Debt Consolidation
Wisconsin,2012,13,Household Expenses
Illinois,2013,1,Debt Consolidation
Arizona,2013,1,Debt Consolidation
New Jersey,2011,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Indiana,2013,3,Business
North Carolina,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Georgia,2014,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
California,2010,1,Debt Consolidation
Iowa,2007,0,Not Available
Texas,2012,15,Medical/Dental
South Carolina,2013,1,Debt Consolidation
South Carolina,2011,3,Business
Kansas,2013,3,Business
Maryland,2012,13,Household Expenses
Massachusetts,2007,0,Not Available
Illinois,2013,1,Debt Consolidation
New Jersey,2014,1,Debt Consolidation
New Jersey,2007,0,Not Available
Alabama,2013,1,Debt Consolidation
Missouri,2008,1,Debt Consolidation
Georgia,2007,0,Not Available
Missouri,2008,1,Debt Consolidation
Maryland,2013,7,Other
Ohio,2013,1,Debt Consolidation
Tennessee,2012,1,Debt Consolidation
Utah,2008,1,Debt Consolidation
Missouri,2008,4,Personal Loan
Tennessee,2007,0,Not Available
Arkansas,2013,3,Business
New Hampshire,2013,2,Home Improvement
California,2014,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Virginia,2007,0,Not Available
Michigan,2012,13,Household Expenses
Georgia,2012,1,Debt Consolidation
Ohio,2011,6,Auto
Nevada,2013,1,Debt Consolidation
Massachusetts,2009,7,Other
Georgia,2007,0,Not Available
Colorado,2012,1,Debt Consolidation
Mississippi,2012,1,Debt Consolidation
Kansas,2014,3,Business
Tennessee,2013,2,Home Improvement
New York,2012,13,Household Expenses
Alabama,2010,2,Home Improvement
Wisconsin,2013,1,Debt Consolidation
North Carolina,2012,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
New Jersey,2012,20,Wedding Loans
South Carolina,2013,1,Debt Consolidation
Georgia,2007,0,Not Available
California,2011,7,Other
Indiana,2008,3,Business
California,2014,1,Debt Consolidation
Missouri,2012,2,Home Improvement
Missouri,2014,2,Home Improvement
California,2013,1,Debt Consolidation
Texas,2011,7,Other
Illinois,2007,0,Not Available
California,2012,13,Household Expenses
Nevada,2008,7,Other
Illinois,2013,1,Debt Consolidation
Michigan,2008,5,Student Use
Ohio,2008,1,Debt Consolidation
California,2013,3,Business
New York,2007,0,Not Available
Massachusetts,2011,7,Other
California,2013,1,Debt Consolidation
Wisconsin,2012,15,Medical/Dental
California,2012,6,Auto
Ohio,2013,13,Household Expenses
Tennessee,2014,1,Debt Consolidation
Alabama,2013,1,Debt Consolidation
Nevada,2014,1,Debt Consolidation
Mississippi,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
North Carolina,2010,1,Debt Consolidation
Maryland,2007,0,Not Available
Oklahoma,2009,1,Debt Consolidation
Texas,2011,2,Home Improvement
Louisiana,2012,1,Debt Consolidation
California,2006,0,Not Available
California,2006,0,Not Available
Texas,2012,2,Home Improvement
Colorado,2009,3,Business
New York,2008,1,Debt Consolidation
Indiana,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Massachusetts,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
Texas,2014,7,Other
Texas,2012,2,Home Improvement
Michigan,2008,3,Business
Arizona,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Pennsylvania,2012,1,Debt Consolidation
Oklahoma,2008,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Wisconsin,2012,2,Home Improvement
New York,2012,7,Other
North Carolina,2012,7,Other
New York,2008,4,Personal Loan
Florida,2013,1,Debt Consolidation
Georgia,2007,0,Not Available
New York,2011,6,Auto
Georgia,2013,1,Debt Consolidation
California,2008,1,Debt Consolidation
New Jersey,2008,1,Debt Consolidation
Pennsylvania,2013,18,Taxes
Tennessee,2013,1,Debt Consolidation
Georgia,2010,6,Auto
Connecticut,2013,3,Business
Indiana,2013,2,Home Improvement
Connecticut,2011,1,Debt Consolidation
Texas,2012,2,Home Improvement
California,2012,1,Debt Consolidation
Maryland,2008,1,Debt Consolidation
Alabama,2013,1,Debt Consolidation
New York,2010,7,Other
California,2012,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Rhode Island,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Illinois,2007,0,Not Available
New Mexico,2008,1,Debt Consolidation
Florida,2012,19,Vacation
Ohio,2013,1,Debt Consolidation
North Carolina,2014,1,Debt Consolidation
California,2013,7,Other
Arkansas,2012,1,Debt Consolidation
California,2014,1,Debt Consolidation
Georgia,2014,1,Debt Consolidation
Minnesota,2008,1,Debt Consolidation
California,2010,7,Other
Michigan,2013,1,Debt Consolidation
Kentucky,2013,2,Home Improvement
Colorado,2014,1,Debt Consolidation
California,2008,7,Other
Arizona,2011,7,Other
Georgia,2012,3,Business
California,2008,1,Debt Consolidation
Virginia,2011,1,Debt Consolidation
Wyoming,2013,17,RV
Florida,2012,2,Home Improvement
Arkansas,2014,1,Debt Consolidation
California,2007,0,Not Available
New Mexico,2011,2,Home Improvement
Tennessee,2008,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Georgia,2012,2,Home Improvement
Colorado,2013,7,Other
Ohio,2008,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Maryland,2008,3,Business
Illinois,2012,14,Large Purchases
Illinois,2012,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
Michigan,2014,1,Debt Consolidation
Pennsylvania,2014,2,Home Improvement
Pennsylvania,2011,6,Auto
Minnesota,2013,1,Debt Consolidation
Michigan,2013,7,Other
Alabama,2007,0,Not Available
Virginia,2011,1,Debt Consolidation
New York,2012,13,Household Expenses
North Carolina,2011,1,Debt Consolidation
California,2013,3,Business
Oklahoma,2007,0,Not Available
California,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Illinois,2013,3,Business
Pennsylvania,2014,1,Debt Consolidation
Michigan,2011,1,Debt Consolidation
California,2012,1,Debt Consolidation
Washington,2011,3,Business
Nevada,2010,1,Debt Consolidation
Delaware,2012,18,Taxes
